All event log messages.
Date:	2016-10-27 04:02:03
System Name:	14000-500407
Controller Name:	
Controller Id	14000-500407

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	603-1 Absolute Accuracy
	Contact L
	623-1 Multitasking
	604-1 MultiMove Coordinated
	608-1 World Zones
	611-1 Path Recovery
	612-1 Path Offset
	613-1 Collision Detection
	841-1 EtherNet/IP Scanner/Adapter
	1341-1/1520-1 Integrated Vision Interface
	988-1 RW Add-In Prepared
	688-1 RobotStudio App Connect
	617-1 FlexPendant Interface
	616-1 PC Interface

Robot1
Key:	
Options:	
	Motor Commutation
	Service Info System
	Pendelum Calibration
	Drive System IRB 14000
	Hall Sensor Calibration
	IRB 14000-0.5/0.5

SmartGripperV3_3
	Key:	
Options:	
	SmartGripperV3.3

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
68006     	W   	Program             	41595   	Socket error                            	2016-10-26 07:53:25 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57618:8388608.000000"}
68007     	W   	Program             	41595   	Socket error                            	2016-10-26 07:53:25 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::55326:8388608.000000"}
68008     	W   	Program             	41595   	Socket error                            	2016-10-26 07:55:31 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57626:8388608.000000"}
68009     	W   	Program             	41595   	Socket error                            	2016-10-26 07:55:31 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-24:10:2::55334:8388608.000000"}
68010     	W   	Program             	41595   	Socket error                            	2016-10-26 07:56:29 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57694:8388608.000000"}
68011     	W   	Program             	41595   	Socket error                            	2016-10-26 07:56:29 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::55402:8388608.000000"}
68012     	W   	Program             	41595   	Socket error                            	2016-10-26 07:59:51 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57702:8388608.000000"}
68013     	W   	Program             	41595   	Socket error                            	2016-10-26 07:59:51 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55410:8388608.000000"}
68014     	W   	Program             	41595   	Socket error                            	2016-10-26 08:01:22 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57714:8388608.000000"}
68015     	W   	Program             	41595   	Socket error                            	2016-10-26 08:01:22 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55422:8388608.000000"}
68016     	W   	Program             	41595   	Socket error                            	2016-10-26 08:04:14 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57722:8388608.000000"}
68017     	W   	Program             	41595   	Socket error                            	2016-10-26 08:04:14 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55430:8388608.000000"}
68018     	W   	Program             	41595   	Socket error                            	2016-10-26 08:07:15 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57738:8388608.000000"}
68019     	W   	Program             	41595   	Socket error                            	2016-10-26 08:07:15 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::55446:8388608.000000"}
68020     	W   	Program             	41595   	Socket error                            	2016-10-26 08:08:51 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57750:8388608.000000"}
68021     	W   	Program             	41595   	Socket error                            	2016-10-26 08:08:51 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::55458:8388608.000000"}
68022     	W   	Program             	41595   	Socket error                            	2016-10-26 08:17:26 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57760:8388608.000000"}
68023     	W   	Program             	41595   	Socket error                            	2016-10-26 08:17:26 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::55468:8388608.000000"}
68024     	W   	Program             	41595   	Socket error                            	2016-10-26 08:18:18 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57792:8388608.000000"}
68025     	W   	Program             	41595   	Socket error                            	2016-10-26 08:18:18 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55500:8388608.000000"}
68026     	W   	Program             	41595   	Socket error                            	2016-10-26 08:18:57 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57798:8388608.000000"}
68027     	W   	Program             	41595   	Socket error                            	2016-10-26 08:18:57 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55506:8388608.000000"}
68028     	W   	Program             	41595   	Socket error                            	2016-10-26 08:19:13 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57806:8388608.000000"}
68029     	W   	Program             	41595   	Socket error                            	2016-10-26 08:19:13 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55514:8388608.000000"}
68030     	W   	Program             	41595   	Socket error                            	2016-10-26 08:19:59 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57810:8388608.000000"}
68031     	W   	Program             	41595   	Socket error                            	2016-10-26 08:19:59 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55518:8388608.000000"}
68032     	W   	Program             	41595   	Socket error                            	2016-10-26 08:20:46 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57816:8388608.000000"}
68033     	W   	Program             	41595   	Socket error                            	2016-10-26 08:20:46 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55524:8388608.000000"}
68034     	W   	Program             	41595   	Socket error                            	2016-10-26 08:21:36 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57822:8388608.000000"}
68035     	W   	Program             	41595   	Socket error                            	2016-10-26 08:21:36 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55530:8388608.000000"}
68036     	W   	Program             	41595   	Socket error                            	2016-10-26 08:22:08 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57828:8388608.000000"}
68037     	W   	Program             	41595   	Socket error                            	2016-10-26 08:22:08 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55536:8388608.000000"}
68038     	W   	Program             	41595   	Socket error                            	2016-10-26 08:23:18 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57834:8388608.000000"}
68039     	W   	Program             	41595   	Socket error                            	2016-10-26 08:23:18 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55542:8388608.000000"}
68040     	W   	Program             	41595   	Socket error                            	2016-10-26 08:23:48 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57840:8388608.000000"}
68041     	W   	Program             	41595   	Socket error                            	2016-10-26 08:23:48 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::55548:8388608.000000"}
68042     	W   	Program             	41595   	Socket error                            	2016-10-26 09:12:39 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::57846:8388608.000000"}
68043     	W   	Program             	41595   	Socket error                            	2016-10-26 09:12:39 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::55554:8388608.000000"}
68044     	W   	Program             	41595   	Socket error                            	2016-10-26 09:17:06 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::58876:8388608.000000"}
68045     	W   	Program             	41595   	Socket error                            	2016-10-26 09:17:06 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::56584:8388608.000000"}
68046     	W   	Program             	41595   	Socket error                            	2016-10-26 09:22:10 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::58892:8388608.000000"}
68047     	W   	Program             	41595   	Socket error                            	2016-10-26 09:22:10 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::56600:8388608.000000"}
68048     	W   	Program             	41595   	Socket error                            	2016-10-26 09:24:54 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::58910:8388608.000000"}
68049     	W   	Program             	41595   	Socket error                            	2016-10-26 09:24:54 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::56618:8388608.000000"}
68050     	W   	Program             	41595   	Socket error                            	2016-10-26 09:29:54 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::58920:8388608.000000"}
68051     	W   	Program             	41595   	Socket error                            	2016-10-26 09:29:54 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::56628:8388608.000000"}
68052     	W   	Program             	41595   	Socket error                            	2016-10-26 09:34:53 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::58940:8388608.000000"}
68053     	W   	Program             	41595   	Socket error                            	2016-10-26 09:34:53 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::56648:8388608.000000"}
68054     	W   	Program             	41595   	Socket error                            	2016-10-26 09:37:38 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::58960:8388608.000000"}
68055     	W   	Program             	41595   	Socket error                            	2016-10-26 09:37:38 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::56668:8388608.000000"}
68056     	W   	Program             	41595   	Socket error                            	2016-10-26 09:43:17 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::58976:8388608.000000"}
68057     	W   	Program             	41595   	Socket error                            	2016-10-26 09:43:17 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "54:10:2::56684:8388608.000000"}
68058     	E   	Motion              	50021   	Joint position error                    	2016-10-26 09:45:33 	Actual position of joint rob_L_5 is too far away from the ordered position.	{args: "rob_L_5"}
68059     	I   	Operational         	10020   	Execution error state                   	2016-10-26 09:45:33 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
68060     	I   	Operational         	10020   	Execution error state                   	2016-10-26 09:45:33 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
68061     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-26 09:45:33 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
68062     	I   	Operational         	10125   	Program stopped                         	2016-10-26 09:45:33 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
68063     	I   	Operational         	10125   	Program stopped                         	2016-10-26 09:45:33 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
68064     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-26 09:47:49 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
68065     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-26 09:47:49 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
68066     	I   	Operational         	10021   	Execution error reset                   	2016-10-26 09:47:49 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
68067     	I   	Operational         	10021   	Execution error reset                   	2016-10-26 09:47:49 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
68068     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-26 09:48:01 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
68069     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-26 09:48:01 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
68070     	I   	Operational         	10010   	Motors OFF state                        	2016-10-26 09:48:02 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
68071     	I   	Operational         	10011   	Motors ON state                         	2016-10-26 09:48:03 	The system is in the Motors ON state.	{args: }
68072     	I   	Operational         	10052   	Regain start                            	2016-10-26 09:48:03 	A regain movement has started.	{args: "0"}
68073     	I   	Operational         	10053   	Regain ready                            	2016-10-26 09:48:03 	The regain movement is ready.	{args: "0"}
68074     	I   	Operational         	10151   	Program started                         	2016-10-26 09:48:03 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
68075     	I   	Operational         	10151   	Program started                         	2016-10-26 09:48:03 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
