All event log messages.
Date:	2016-11-02 03:42:11
System Name:	14000-500407
Controller Name:	
Controller Id	14000-500407

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	603-1 Absolute Accuracy
	Contact L
	623-1 Multitasking
	604-1 MultiMove Coordinated
	608-1 World Zones
	611-1 Path Recovery
	612-1 Path Offset
	613-1 Collision Detection
	841-1 EtherNet/IP Scanner/Adapter
	1341-1/1520-1 Integrated Vision Interface
	988-1 RW Add-In Prepared
	688-1 RobotStudio App Connect
	617-1 FlexPendant Interface
	616-1 PC Interface

Robot1
Key:	
Options:	
	Motor Commutation
	Service Info System
	Pendelum Calibration
	Drive System IRB 14000
	Hall Sensor Calibration
	IRB 14000-0.5/0.5

SmartGripperV3_3
	Key:	
Options:	
	SmartGripperV3.3

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
79305     	W   	Program             	41595   	Socket error                            	2016-10-30 09:19:20 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::52978:8388608.000000"}
79306     	W   	Program             	41595   	Socket error                            	2016-10-30 09:19:20 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::59406:8388608.000000"}
79307     	I   	Operational         	10020   	Execution error state                   	2016-10-30 09:19:20 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
79308     	I   	Operational         	10020   	Execution error state                   	2016-10-30 09:19:20 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
79309     	I   	Operational         	10125   	Program stopped                         	2016-10-30 09:19:20 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79310     	I   	Operational         	10125   	Program stopped                         	2016-10-30 09:19:20 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79311     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:19:51 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79312     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:19:51 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79313     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 09:19:51 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
79314     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 09:19:51 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
79315     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:19:53 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79316     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:19:53 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79317     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:00 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79318     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:00 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79319     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:03 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79320     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:03 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79321     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:06 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79322     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:06 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79323     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:07 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79324     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:07 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79325     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:07 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79326     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:20:07 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79327     	I   	Operational         	10052   	Regain start                            	2016-10-30 09:20:09 	A regain movement has started.	{args: "0"}
79328     	I   	Operational         	10053   	Regain ready                            	2016-10-30 09:20:09 	The regain movement is ready.	{args: "0"}
79329     	I   	Operational         	10151   	Program started                         	2016-10-30 09:20:09 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79330     	I   	Operational         	10151   	Program started                         	2016-10-30 09:20:09 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79331     	W   	Program             	41595   	Socket error                            	2016-10-30 09:24:59 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::52992:8388608.000000"}
79332     	W   	Program             	41595   	Socket error                            	2016-10-30 09:24:59 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "54:10:2::59420:8388608.000000"}
79333     	W   	Program             	41595   	Socket error                            	2016-10-30 09:30:09 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::53122:8388608.000000"}
79334     	W   	Program             	41595   	Socket error                            	2016-10-30 09:30:09 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::59550:8388608.000000"}
79335     	W   	Program             	41595   	Socket error                            	2016-10-30 09:31:15 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::53228:8388608.000000"}
79336     	W   	Program             	41595   	Socket error                            	2016-10-30 09:31:15 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::59656:8388608.000000"}
79337     	W   	Program             	41595   	Socket error                            	2016-10-30 09:36:18 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::53234:8388608.000000"}
79338     	W   	Program             	41595   	Socket error                            	2016-10-30 09:36:18 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "54:10:2::59662:8388608.000000"}
79339     	W   	Program             	41595   	Socket error                            	2016-10-30 09:38:35 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::53252:8388608.000000"}
79340     	W   	Program             	41595   	Socket error                            	2016-10-30 09:38:35 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "54:10:2::59680:8388608.000000"}
79341     	I   	Operational         	10125   	Program stopped                         	2016-10-30 09:40:03 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79342     	I   	Operational         	10125   	Program stopped                         	2016-10-30 09:40:04 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79343     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:40:11 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79344     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:40:11 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79345     	I   	Operational         	10016   	Automatic mode requested                	2016-10-30 09:40:13 	The system has been ordered to go to the Automatic mode.	{args: }
79346     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-30 09:40:13 	The system is in the Automatic mode.	{args: }
79347     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:40:16 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79348     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 09:40:16 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79349     	I   	Operational         	10052   	Regain start                            	2016-10-30 09:40:17 	A regain movement has started.	{args: "0"}
79350     	I   	Operational         	10053   	Regain ready                            	2016-10-30 09:40:17 	The regain movement is ready.	{args: "0"}
79351     	I   	Operational         	10151   	Program started                         	2016-10-30 09:40:17 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79352     	I   	Operational         	10151   	Program started                         	2016-10-30 09:40:17 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79353     	W   	Program             	41595   	Socket error                            	2016-10-30 09:56:56 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::53270:8388608.000000"}
79354     	W   	Program             	41595   	Socket error                            	2016-10-30 09:56:56 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "54:10:2::59698:8388608.000000"}
79355     	I   	Operational         	10125   	Program stopped                         	2016-10-30 09:56:56 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79356     	I   	Operational         	10125   	Program stopped                         	2016-10-30 09:56:56 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79357     	E   	System              	20060   	Not allowed command                     	2016-10-30 09:57:06 	The command is not allowed in Auto mode.	{args: "46"}
79358     	E   	System              	20060   	Not allowed command                     	2016-10-30 09:57:07 	The command is not allowed in Auto mode.	{args: "46"}
79359     	E   	System              	20060   	Not allowed command                     	2016-10-30 09:57:10 	The command is not allowed in Auto mode.	{args: "46"}
79360     	E   	System              	20060   	Not allowed command                     	2016-10-30 09:57:20 	The command is not allowed in Auto mode.	{args: "46"}
79361     	I   	Operational         	10015   	Manual mode selected                    	2016-10-30 09:57:31 	The system is in the Manual mode.	{args: }
79362     	E   	Motion              	50478   	Could not deactivate lead-through       	2016-10-30 10:03:17 	Could not deactivate lead-through mode because one or more joints were moving.	{args: "0", "0", "0", "0"}
79363     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 10:03:17 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79364     	E   	System              	20074   	Not allowed command                     	2016-10-30 10:03:17 	The command is not allowed in Guard Stop state.	{args: "46"}
79365     	I   	Operational         	10010   	Motors OFF state                        	2016-10-30 10:03:18 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
79366     	I   	Operational         	10011   	Motors ON state                         	2016-10-30 10:03:19 	The system is in the Motors ON state.	{args: }
79367     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 10:06:23 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79368     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 10:06:23 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79369     	I   	Operational         	10052   	Regain start                            	2016-10-30 10:06:25 	A regain movement has started.	{args: "0"}
79370     	I   	Operational         	10053   	Regain ready                            	2016-10-30 10:06:25 	The regain movement is ready.	{args: "0"}
79371     	I   	Operational         	10151   	Program started                         	2016-10-30 10:06:25 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79372     	I   	Operational         	10151   	Program started                         	2016-10-30 10:06:25 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79373     	W   	Motion              	50240   	Optimal Emergency Stop change           	2016-10-30 10:06:44 	Optimal Emergency Stop changed to Electrical brake mode because of torque limitation.	{args: }
79374     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 10:06:44 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79375     	I   	Operational         	10013   	Emergency stop state                    	2016-10-30 10:06:44 	The system is in the Emergency stop state, since the Motors ON circuit has been opened by an Emergency Stop device. 	{args: }
79376     	I   	Operational         	10125   	Program stopped                         	2016-10-30 10:06:44 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79377     	I   	Operational         	10125   	Program stopped                         	2016-10-30 10:06:46 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79378     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 10:07:15 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79379     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 10:07:15 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79380     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 10:07:17 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79381     	I   	Operational         	10010   	Motors OFF state                        	2016-10-30 10:07:18 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
79382     	I   	Operational         	10011   	Motors ON state                         	2016-10-30 10:07:18 	The system is in the Motors ON state.	{args: }
79383     	I   	Operational         	10052   	Regain start                            	2016-10-30 10:07:19 	A regain movement has started.	{args: "0"}
79384     	I   	Operational         	10053   	Regain ready                            	2016-10-30 10:07:19 	The regain movement is ready.	{args: "0"}
79385     	I   	Operational         	10151   	Program started                         	2016-10-30 10:07:19 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79386     	I   	Operational         	10151   	Program started                         	2016-10-30 10:07:19 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79387     	E   	System              	20054   	Not allowed command                     	2016-10-30 10:08:06 	The command is NOT allowed when the program is executing.	{args: "46"}
79388     	I   	Operational         	10125   	Program stopped                         	2016-10-30 10:08:09 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79389     	I   	Operational         	10125   	Program stopped                         	2016-10-30 10:08:09 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79390     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 10:11:44 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79391     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 10:11:44 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79392     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 10:11:48 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79393     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 10:11:48 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79394     	I   	Operational         	10052   	Regain start                            	2016-10-30 10:11:50 	A regain movement has started.	{args: "0"}
79395     	I   	Operational         	10053   	Regain ready                            	2016-10-30 10:11:50 	The regain movement is ready.	{args: "0"}
79396     	I   	Operational         	10151   	Program started                         	2016-10-30 10:11:50 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79397     	I   	Operational         	10151   	Program started                         	2016-10-30 10:11:50 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79398     	W   	Program             	41595   	Socket error                            	2016-10-30 10:12:53 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::53382:8388608.000000"}
79399     	W   	Program             	41595   	Socket error                            	2016-10-30 10:12:53 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::59810:8388608.000000"}
79400     	W   	Program             	41595   	Socket error                            	2016-10-30 10:25:19 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::53388:8388608.000000"}
79401     	W   	Program             	41595   	Socket error                            	2016-10-30 10:25:19 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::59816:8388608.000000"}
79402     	W   	Program             	41595   	Socket error                            	2016-10-30 10:29:58 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::53430:8388608.000000"}
79403     	W   	Program             	41595   	Socket error                            	2016-10-30 10:29:58 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::59858:8388608.000000"}
79404     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 10:30:29 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79405     	I   	Operational         	10013   	Emergency stop state                    	2016-10-30 10:30:29 	The system is in the Emergency stop state, since the Motors ON circuit has been opened by an Emergency Stop device. 	{args: }
79406     	I   	Operational         	10125   	Program stopped                         	2016-10-30 10:30:29 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
